Date,Positive,Negative,Neutral,Compound,Closing_price
4/5/2020,0.1338,0.061325,0.80485,0.25184,6805.362287
4/6/2020,0.096647059,0.064705882,0.838607843,0.114205882,7278.24397
4/7/2020,0.131301887,0.076679245,0.791943396,0.179720755,7175.667477
4/8/2020,0.1127,0.080475,0.806825,0.1452025,7367.293398
4/9/2020,0.132095238,0.066214286,0.801642857,0.157533333,7321.816614
4/10/2020,0.125216216,0.097486486,0.777351351,0.0762,6866.398189
4/11/2020,0.09196875,0.0731875,0.83490625,0.042690625,6873.848495
4/12/2020,0.116580645,0.075290323,0.808096774,0.075219355,7043.438864
4/13/2020,0.098837209,0.05827907,0.842860465,0.039695349,6889.863772
4/14/2020,0.126536585,0.041243902,0.832219512,0.296058537,6887.554908
4/15/2020,0.117555556,0.046911111,0.8356,0.216122222,6718.79995
4/16/2020,0.107618182,0.082127273,0.810254545,0.09828,7166.582817
4/17/2020,0.130630435,0.066978261,0.802391304,0.192791304,7065.082389
4/18/2020,0.1228125,0.067041667,0.810166667,0.1473625,7277.140586
4/19/2020,0.1465,0.1004375,0.75303125,0.080646875,7185.870303
4/20/2020,0.115984127,0.111634921,0.772349206,0.006536508,6856.146435
4/21/2020,0.119977273,0.096363636,0.783613636,0.042393182,6904.475773
4/22/2020,0.130911111,0.067666667,0.801422222,0.176464444,7118.388748
4/23/2020,0.094630769,0.050184615,0.855184615,0.109664615,7562.032832
4/24/2020,0.13875,0.063068182,0.798204545,0.190329545,7497.861764
4/25/2020,0.122588235,0.054294118,0.823137255,0.165635294,7542.303401
4/26/2020,0.117076923,0.080871795,0.802076923,0.131566667,7624.853786
4/27/2020,0.1485,0.057661765,0.793779412,0.222108824,7776.507543
4/28/2020,0.111472727,0.056854545,0.831672727,0.180078182,7761.758784
4/29/2020,0.10152,0.05445,0.84401,0.097841,8773.106488
4/30/2020,0.149147368,0.047157895,0.803747368,0.272868421,8767.672623
5/1/2020,0.097328947,0.065763158,0.836921053,0.090143421,8853.774484
5/2/2020,0.119618182,0.066581818,0.8138,0.157256364,8963.057558
5/3/2020,0.11571875,0.073078125,0.81121875,0.031279688,8904.713817
5/4/2020,0.123359375,0.05409375,0.8225,0.140473437,8887.505893
5/5/2020,0.129740741,0.050444444,0.81982716,0.240449383,8978.283587
5/6/2020,0.110535211,0.044070423,0.845394366,0.19338169,9371.684273
5/7/2020,0.09135,0.057485714,0.85115,0.139502857,9900.678867
5/8/2020,0.130744898,0.061734694,0.80755102,0.219519388,9917.248414
5/9/2020,0.11684,0.06532,0.81786,0.147076,9617.518195
5/10/2020,0.101649485,0.085309278,0.813,0.105735052,8786.655182
5/11/2020,0.141485342,0.081765472,0.776749186,0.197985993,8608.125245
5/12/2020,0.148797386,0.048888889,0.802333333,0.301405229,8815.231245
5/13/2020,0.147869231,0.045438462,0.8067,0.273548462,9330.986485
